Categoria,Producto,Precio,URL de la imagen,Fecha_hora
almacen,Papas Fritas Sabor Queso Y Cebolla Lays x 77 g.,"$ 899,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24656.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Codos Rayados Fort Favorita x 500 g.,$8600.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8119.jpg,"09/05/2024, 12:46:22"
almacen,Galletitas Rellenas Vainilla La Anónima x 97 g.,"$ 5.260,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1208.jpg,"09/05/2024, 12:46:22"
almacen,Nesquik Original Cacao en Polvo x 150 g.,"$ 3.945,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26078.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Tirabuzón Lucchetti x 500 g.,"$1.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25363.jpg,"09/05/2024, 12:46:22"
almacen,Alfajor Mini Chocolate Fantoche x 6 un. x 150 g.,"$ 1.409,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3181.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/ Palo Suave Original Unión x 1 Kg.,"$1.000,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14357.jpg,"09/05/2024, 12:46:22"
almacen,Alfajor Mini Dulce de Leche Fantoche x 6 un. x 150 g.,"$ 890,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3182.jpg,"09/05/2024, 12:46:22"
almacen,Café Molido Intenso La Mortenita x 250 g.,$1050.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14998.jpg,"09/05/2024, 12:46:22"
almacen,Te en Saquitos Taragui x 25 Un.,"$ 947,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18170.jpg,"09/05/2024, 12:46:22"
almacen,Nesquik Original Cacao en Polvo x 360 g.,$1200.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26079.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con Leche con Maní Cofler Block x 170 g.,"$ 989,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4907.jpg,"09/05/2024, 12:46:22"
almacen,Pan Rallado Morixe x 1 Kg.,"$1.100,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1598.jpg,"09/05/2024, 12:46:22"
almacen,Azúcar Común Tipo A La Providencia x 1 Kg.,"$ 892,50",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24517.jpg,"09/05/2024, 12:46:22"
almacen,Bocadito sin Banana con Chocolate Bananita Dolca x 14 g.,$8450.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27602.jpg,"09/05/2024, 12:46:22"
almacen,Grisines Clásicos La Anónima x 100 g.,"$ 4.930,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25609.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Cheddar Lays x 77 g.,"$ 3.697,50",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24660.jpg,"09/05/2024, 12:46:22"
almacen,Arroz Largo Fino Bolsa Lucchetti x 500 g.,"$1.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25355.jpg,"09/05/2024, 12:46:22"
almacen,Te Común LV Nat Intenso La Virginia x 25 un.,"$ 1.409,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15395.jpg,"09/05/2024, 12:46:22"
almacen,Nachos Sabor Queso Doritos x 200 g.,$700.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24658.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Clásicas Lays x 330 g.,"$ 499,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24662.jpg,"09/05/2024, 12:46:22"
almacen,Lentejas Secas Adenomar x 400 g.,"$1.950,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22879.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate en Saquitos Unión x 50 un.,"$ 1.490,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13820.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/Palo Campo Sur La Merced x 500 g.,$2450.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13156.jpg,"09/05/2024, 12:46:22"
almacen,Té en Saquitos Taraguí Frutos Rojos Ensobrados x 20 un.,"$ 2.100,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3737.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate Compuesta Verdeflor Hierbas Serranas x 500 g.,"$ 1.365,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000000000/410.jpg,"09/05/2024, 12:46:22"
almacen,Grisines con Semillas La Anónima x 100 g.,"$3.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25610.jpg,"09/05/2024, 12:46:22"
almacen,Mini Tostaditas Jamón Ibérico Twistos x 155 g.,"$ 2.960,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14387.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Clásicas Lays x 134 g.,"$ 2.220,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24653.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Spaghetti N7 Lucchetti x 500 g.,$2650.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25878.jpg,"09/05/2024, 12:46:22"
almacen,Arroz Parboilizado Bolsa Lucchetti x 1 Kg.,"$ 2.080,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25369.jpg,"09/05/2024, 12:46:22"
almacen,Harina Integral con Legumbres Chacabuco x 750 g.,"$ 1.352,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25657.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Clásicas Lays x 85 g.,"$1.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24651.jpg,"09/05/2024, 12:46:22"
almacen,Oblea Rellena Bañada con Chocolate Bon o Bon x 30 g.,"$ 1.400,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2480.jpg,"09/05/2024, 12:46:22"
almacen,Azúcar Light Hileret x 500 g.,$1050.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1978.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con Leche y Maní Shot x 35 g.,"$ 947,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1984.jpg,"09/05/2024, 12:46:22"
almacen,Grisines sabor Pizza La Anónima x 100 g.,$2650.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25611.jpg,"09/05/2024, 12:46:22"
almacen,Te Común LV Nat Intenso La Virginia x 50 un.,"$ 2.080,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15396.jpg,"09/05/2024, 12:46:22"
almacen,Caldo de Carne con Vegetales Knorr x 114 g.,"$ 1.352,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27507.jpg,"09/05/2024, 12:46:22"
almacen,Leche en Polvo Nutrifuerza La Lechera x 400 g.,$8450.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24081.jpg,"09/05/2024, 12:46:22"
almacen,Leche en Polvo Etapa 3 Forti protectus Lata Nido x 800 g.,"$ 4.930,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25641.jpg,"09/05/2024, 12:46:22"
almacen,Nesquik Original Cacao en Polvo Menos azúcar x 300 g.,"$ 3.697,50",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22954.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Suave  La Virginia x 170 g.,"$2.750,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16593.jpg,"09/05/2024, 12:46:22"
almacen,Te en Saquitos Limón Miel Jengibre Taragüi x 20 Un.,"$ 2.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000021000/21856.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Tradicional Cappuccino Dp La Virginia x 125 g.,$4700.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000017000/17510.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con Maní Cofler Block x 16 g.,"$ 3.520,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14767.jpg,"09/05/2024, 12:46:22"
almacen,Mayonesa Clasica Doy Pack Hellmanns x 950 g.,"$ 2.992,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18099.jpg,"09/05/2024, 12:46:22"
almacen,Copos de Maíz Azucarados Skarchitos x 500 g.,"$5.900,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1315.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/Palo Barbacuá La Merced x 500 g.,"$ 4.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13154.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Clásicas Pehuamar x 135 g.,"$ 3.600,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24663.jpg,"09/05/2024, 12:46:22"
almacen,Mermelada de Frutilla Mas Fruta Arcor x 454 g.,"$1.600,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15724.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Suave Nescafé Dolca x 100g.,"$ 1.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25865.jpg,"09/05/2024, 12:46:22"
almacen,Leche en Polvo Fortigrow Realidad Aumentada Nido  x  750 g.,"$ 1.200,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27717.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate c/Leche y Maní Blockazo Cofler Block x 1 Kg.,$2750.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12628.jpg,"09/05/2024, 12:46:22"
almacen,"Aceite de Girasol Plus Cocinero x 1,5 Lt.","$ 1.900,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13048.jpg,"09/05/2024, 12:46:22"
almacen,Galletitas con Chips Chocolate 9 de Oro x 180 g.,"$ 1.520,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25630.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Lucchetti Moños x 500 g.,"$1.700,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3387.jpg,"09/05/2024, 12:46:22"
almacen,Aderezo a Base de Aceite con Ajo Hellmanns Pet x 340 g.,"$ 1.550,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000020000/20801.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Sabor Jamón Serrano Lays x 77 g.,$1650.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24655.jpg,"09/05/2024, 12:46:22"
almacen,Te en Saquitos Limón La Virginia x 20 Un.,"$ 1.480,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19294.jpg,"09/05/2024, 12:46:22"
almacen,Alimento en Polvo a Base de Cacao Nescao x 150 g.,"$ 962,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19655.jpg,"09/05/2024, 12:46:22"
almacen,Porotos Secos Remojados Best x 300 g.,"$2.300,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1261.jpg,"09/05/2024, 12:46:22"
almacen,Arroz Grano Largo Fino Lucchetti x 1000 g.,"$ 1.599,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25354.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Original Nescafé Dolca x 100g.,$2450.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25869.jpg,"09/05/2024, 12:46:22"
almacen,Arroz Parboilizado Bolsa Lucchetti x 500 g.,"$ 1.260,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25370.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate con palo  Hierbas Buenas Y Santas x 500 g.,$1050.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22815.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate Yogurt de Frutilla Cadbury x 29g,"$ 947,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14634.jpg,"09/05/2024, 12:46:22"
almacen,Aderezo a Base de Aceite con Ajo Hellmanns Doy Pack x 250 g.,$700.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000020000/20799.jpg,"09/05/2024, 12:46:22"
almacen,Gelatina en Polvo Frutilla Royal x 25 g.,"$ 499,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000021000/21645.jpg,"09/05/2024, 12:46:22"
almacen,Alfajor Chocolate Milka con Dulce de Leche Triple x 70 g.,$1850.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4014.jpg,"09/05/2024, 12:46:22"
almacen,Polvo Chocolatado Nescao x 300 g.,"$ 1.130,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12795.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con Leche Vizzio x 50 g.,"$ 847,50",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22809.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas sabor Original Pringles x 104 g.,"$1.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26140.jpg,"09/05/2024, 12:46:22"
almacen,Galletas Avena con Yogur Frutilla 9 de Oro x 180 g.,"$ 1.409,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25632.jpg,"09/05/2024, 12:46:22"
almacen,Tubos De Maíz Sabor Queso 3D x 143 g.,"$2.100,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000020000/20014.jpg,"09/05/2024, 12:46:22"
almacen,Vainillas x 3 Un. Valente x 444 g.,"$ 1.360,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22584.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con leche Milka x 20 g.,$5500.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1387.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/Palo Suave Piporé x 1 Kg.,"$ 4.500,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13232.jpg,"09/05/2024, 12:46:22"
almacen,Salsa Pizza Knorr x 340 g.,"$ 3.600,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25540.jpg,"09/05/2024, 12:46:22"
almacen,Caramelos Menthoplus Miel x 20 g.,"$2.100,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1540.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Suave Nescafé Dolca x 170g.,"$ 1.360,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25866.jpg,"09/05/2024, 12:46:22"
almacen,Chocolate con Leche y Maní Shot x 90 g.,"$3.750,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4367.jpg,"09/05/2024, 12:46:22"
almacen,Alfajor Chocolate Triple Terrabusi x 70 g.,"$ 2.290,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2588.jpg,"09/05/2024, 12:46:22"
almacen,Alimento en Polvo a Base de Cacao Extra Toddy x 800 g.,"$1.150,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18990.jpg,"09/05/2024, 12:46:22"
almacen,Pure de Papa Tradicional Doy Pack Mama Cocina x 100 g.,"$ 850,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25397.jpg,"09/05/2024, 12:46:22"
almacen,Papas Fritas Sabor Ketchup Lays x 77 g.,"$ 680,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24661.jpg,"09/05/2024, 12:46:22"
almacen,Te en Saquitos Mandarina Naranja Pomelo La Virginia x 20 Un.,$4050.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19827.jpg,"09/05/2024, 12:46:22"
