Supermercado;Producto;NombreNormalizado;Precio;URL de la imagen
Jumbo;Mix Desayuno 150 Gr;Mix;2242.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/805707-500-auto?v=638398282341030000&width=500&height=auto&aspect=true
Jumbo;Mix Supremo 150 Gr;Mix;3892.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/805713-500-auto?v=638398282361830000&width=500&height=auto&aspect=true
Jumbo;Mani Repelado Tostado Y Salado  X 500g;Mani;2474.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/700525-500-auto?v=637880531587700000&width=500&height=auto&aspect=true
Jumbo;Sandia Baby 1 Kg;Sandia;2999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657271-500-auto?v=637625205086300000&width=500&height=auto&aspect=true
Jumbo;Maní Japones X 400 Gr;Maní;3367.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/805718-500-auto?v=638398282377500000&width=500&height=auto&aspect=true
Jumbo;Granola Live X 400gr;Granola;2617.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/787785-500-auto?v=638242763131570000&width=500&height=auto&aspect=true
Jumbo;Mango En Rodajas Pote 100 Gr;Mango;517.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/552339-500-auto?v=637075279188200000&width=500&height=auto&aspect=true
Jumbo;Avellanas Con Chocolate 150 Gr;Avellanas;4117.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/765907-500-auto?v=638100849756330000&width=500&height=auto&aspect=true
Jumbo;Tomate En Mitades Deshidratados Paquete 70 Gr;Tomate;1492.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/552338-500-auto?v=637075279183800000&width=500&height=auto&aspect=true
Jumbo;Higos Negros Desec 150 Gr;Higos;1267.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/428922-500-auto?v=636499470295100000&width=500&height=auto&aspect=true
Jumbo;Granberries  Pote 100 Gr;Granberries;2249.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/552345-500-auto?v=637075279337100000&width=500&height=auto&aspect=true
Jumbo;Almendras Peladas - Sin Tacc;Almendras;1267.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/686214-500-auto?v=637789918248000000&width=500&height=auto&aspect=true
Jumbo;Curry;Curry;10499.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/765611-500-auto?v=638095882476200000&width=500&height=auto&aspect=true
Jumbo;Chocolate Con Leche Confitado;Chocolate;2624.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805716-500-auto?v=638398282371000000&width=500&height=auto&aspect=true
Jumbo;Pulpa Mango Maracuyá Congelada Karinat 250 Gr;Pulpa;4850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/489677-500-auto?v=636749130506100000&width=500&height=auto&aspect=true
Jumbo;Semillas De Zapallo;Semillas;19499.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/652603-500-auto?v=637601020438400000&width=500&height=auto&aspect=true
Jumbo;Kaqui X Kg;Kaqui;3999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657353-500-auto?v=637626717119500000&width=500&height=auto&aspect=true
Jumbo;Mix Energético 135 Gr;Mix;2999.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805708-500-auto?v=638398282344600000&width=500&height=auto&aspect=true
Jumbo;Granola Frutos Secos, Semillas Y Miel X 1kg;Granola;9749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/751253-500-auto?v=638006025902770000&width=500&height=auto&aspect=true
Jumbo;Higos De Smirna 200 Gr;Higos;5249.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805704-500-auto?v=638398282329330000&width=500&height=auto&aspect=true
Jumbo;Ciruelas Dágen Desecada Sin Carozo;Ciruelas;6374.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/423686-500-auto?v=636482192219970000&width=500&height=auto&aspect=true
Jumbo;Peras En Mitades Pote 150 Gr;Peras;1717.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/552341-500-auto?v=637075279323000000&width=500&height=auto&aspect=true
Jumbo;Damascos Turcos Pote 200 Gr;Damascos;5999.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805705-500-auto?v=638398282332730000&width=500&height=auto&aspect=true
Jumbo;Pizzitos De Jamón Y Queso Nikitos 80 Gr;Pizzitos;449.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/533881-500-auto?v=636930984341630000&width=500&height=auto&aspect=true
Jumbo;Peras Desecadas X 150 Grs-pot-un.-1;Peras;1117.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/539594-500-auto?v=636991026915500000&width=500&height=auto&aspect=true
Jumbo;Papas Fritas Nikitos Clasicas 100 Gr;Papas;974.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/533882-500-auto?v=636930984346800000&width=500&height=auto&aspect=true
Jumbo;Granola Cajú, Coco Y Pasas X 1kg;Granola;9749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/751252-500-auto?v=638006025899700000&width=500&height=auto&aspect=true
Jumbo;Mix Frutas Secas 40 Gr;Mix;667.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/760504-500-auto?v=638049225755030000&width=500&height=auto&aspect=true
Jumbo;Mix Semillas;Mix;6749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/773186-500-auto?v=638138865899400000&width=500&height=auto&aspect=true
Jumbo;Mix Crocante X 100 Gr;Mix;1867.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/548423-500-auto?v=637043734325370000&width=500&height=auto&aspect=true
Jumbo;Mix Power 40 Gr;Mix;667.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/763996-500-auto?v=638083786067030000&width=500&height=auto&aspect=true
Jumbo;Bolitas Dulces Nikitos 80 Gr;Bolitas;449.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/535778-500-auto?v=636953450291800000&width=500&height=auto&aspect=true
Jumbo;Semilla Girasol Pelada;Semilla;3749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/789489-500-auto?v=638265009633400000&width=500&height=auto&aspect=true
Jumbo;Nature Sweet Mix Pote 150 Gr;Nature;1874.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/552348-500-auto?v=637075279348030000&width=500&height=auto&aspect=true
Jumbo;Mix Saludable X 100gr;Mix;1267.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/787057-500-auto?v=638240818125770000&width=500&height=auto&aspect=true
Jumbo;Maracuya;Maracuya;5999.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/423795-500-auto?v=636482196372470000&width=500&height=auto&aspect=true
Jumbo;Mix Tropical;Mix;11999.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/652592-500-auto?v=637601020412100000&width=500&height=auto&aspect=true
Jumbo;Mix Tropical Bolsa 500 Gramos;Mix;5989.49;https://jumboargentinaio.vtexassets.com/arquivos/ids/713192-500-auto?v=637949650038070000&width=500&height=auto&aspect=true
Jumbo;Maní Cervecero 150 Gr;Maní;1724.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805714-500-auto?v=638398282365230000&width=500&height=auto&aspect=true
Jumbo;Mix Nordico X 300g Kosfood;Mix;5242.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/818310-500-auto?v=638482957303170000&width=500&height=auto&aspect=true
Jumbo;Mix Saladito 150 Gr;Mix;1874.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/805706-500-auto?v=638398282337000000&width=500&height=auto&aspect=true
Jumbo;Maikitos De Queso Nikitos 400 Gr;Maikitos;1874.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/539367-500-auto?v=636989737079430000&width=500&height=auto&aspect=true
Jumbo;Almendras Con Chocolate 150 Gr;Almendras;3749.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/821227-500-auto?v=638506281908330000&width=500&height=auto&aspect=true
Jumbo;Mix Nórdico X 100gr;Mix;2467.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/787059-500-auto?v=638240818130770000&width=500&height=auto&aspect=true
Jumbo;Mix Pimientas;Mix;22499.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/652601-500-auto?v=637601020433700000&width=500&height=auto&aspect=true
Jumbo;Frutillas X 550g Green Life;Frutillas;6750.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657131-500-auto?v=637624881434530000&width=500&height=auto&aspect=true
Jumbo;Mix Patagonico 150 Grs;Mix;2242.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/669083-500-auto?v=637686238521530000&width=500&height=auto&aspect=true
Jumbo;Tomate Glaceado X Kg.;Tomate;14249.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/652618-500-auto?v=637601020507070000&width=500&height=auto&aspect=true
Jumbo;Mani Sin Sal X  500 Gr Sin Marca;Mani;3100.63;https://jumboargentinaio.vtexassets.com/arquivos/ids/822995-500-auto?v=638508247729630000&width=500&height=auto&aspect=true
Jumbo;Mix Terra X 300 Gr Sin Marca;Mix;4212.29;https://jumboargentinaio.vtexassets.com/arquivos/ids/822994-500-auto?v=638508247726300000&width=500&height=auto&aspect=true
Jumbo;Mix Deportivo X 200gr;Mix;1867.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/787060-500-auto?v=638240818133100000&width=500&height=auto&aspect=true
Jumbo;Mix Europeo 150 Gr;Mix;2392.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/668986-500-auto?v=637686237908070000&width=500&height=auto&aspect=true
Jumbo;Island Mix Pote 150 Gr;Island;1874.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/552347-500-auto?v=637075279344270000&width=500&height=auto&aspect=true
Jumbo;Mix Desayuno X 300 Gr Sin Marca;Mix;4212.29;https://jumboargentinaio.vtexassets.com/arquivos/ids/822997-500-auto?v=638508247735670000&width=500&height=auto&aspect=true
Jumbo;Mix Cervezero Por 200 Gr;Mix;2999.25;https://jumboargentinaio.vtexassets.com/arquivos/ids/668988-500-auto?v=637686237913200000&width=500&height=auto&aspect=true
Jumbo;Mix Tropical X 150 Gr;Mix;2242.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/668992-500-auto?v=637686237924330000&width=500&height=auto&aspect=true
Jumbo;Mix Fitness 40 Gr;Mix;667.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/763919-500-auto?v=638083677823270000&width=500&height=auto&aspect=true
Jumbo;Mix De Frutas Secas Y Desecadas Por U;Mix;1267.5;https://jumboargentinaio.vtexassets.com/arquivos/ids/668987-500-auto?v=637686237910570000&width=500&height=auto&aspect=true
